"","name.age","year","vaccine","manufacturer","brandname_tradename","cost_type","ave_annual_cost_per_dose","cpi.2023.factor","pce.2023.factor","price.2023","index"
"30","acthib.ped",2007,"Hib•","sanofi pasteur","acthib","private",22.0746428571429,1.557985358,1.355553446,34.3919703545079,"CPI"
"31","acthib.ped",2008,"Hib•","sanofi pasteur","acthib","private",21.78,1.502325779,1.319923438,32.72065546662,"CPI"
"32","acthib.ped",2009,"Hib [5]","Sanofi Pasteur","acthib","private",22.7290384615385,1.456182396,1.284946781,33.0976256856992,"CPI"
"33","acthib.ped",2010,"Hib [5]","Sanofi Pasteur","acthib","private",23.583010989011,1.40813949,1.253327775,33.2081690667303,"CPI"
"34","acthib.ped",2011,"Hib [5]","Sanofi Pasteur","acthib","private",24.29,1.366560793,1.230831663,33.19376166197,"CPI"
"35","acthib.ped",2012,"Hib [5]","Sanofi Pasteur","acthib","private",25.4537912087912,1.318204705,1.209116085,33.5533073315162,"CPI"
"36","acthib.ped",2013,"Hib [5]","Sanofi Pasteur","acthib","private",26.0778571428571,1.286549488,1.19260628,33.55045375528,"CPI"
"37","acthib.ped",2014,"Hib [5]","Sanofi Pasteur","acthib","private",26.21,1.256481647,1.179249503,32.93238396787,"CPI"
"38","acthib.ped",2015,"Hib [5]","Sanofi Pasteur","acthib","private",27.3774725274725,1.224263268,1.172604446,33.5172339860637,"CPI"
"39","acthib.ped",2016,"Hib [5]","Sanofi Pasteur","acthib","private",24.5112087912088,1.179598349,1.159171774,28.9133814221042,"CPI"
"40","acthib.ped",2017,"Hib [5]","Sanofi Pasteur","acthib","private",15.75,1.150713146,1.142433333,18.1237320495,"CPI"
"41","acthib.ped",2018,"Hib [5]","Sanofi Pasteur","acthib","private",16.05,1.128428703,1.121517041,18.11128068315,"CPI"
"42","acthib.ped",2019,"Hib [5]","Sanofi Pasteur","acthib","private",16.5087362637363,1.097384147,1.102064703,18.1164254628282,"CPI"
"43","acthib.ped",2020,"Hib [5]","Sanofi Pasteur","acthib","private",17.14,1.054125819,1.074887409,18.06771653766,"CPI"
"44","acthib.ped",2021,"Hib [5]","Sanofi Pasteur","acthib","private",17.63,1.041270063,1.04458688,18.35759121069,"CPI"
"45","acthib.ped",2022,"Hib [5]","Sanofi Pasteur","acthib","private",18.0876703296703,1.000724992,1.020084409,18.100783745958,"CPI"
"46","acthib.ped",2023,"Hib [5]","Sanofi Pasteur","acthib","private",18.8783846153846,1,1,18.8783846153846,"CPI"
"47","adacel.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",26.6572727272727,1.456182396,1.284946781,38.8178512708255,"CPI"
"48","adacel.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",26.3207692307692,1.40813949,1.253327775,37.0633145610231,"CPI"
"49","adacel.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",26.25,1.366560793,1.230831663,35.87222081625,"CPI"
"50","adacel.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",25.0179725274725,1.318204705,1.209116085,32.978809095275,"CPI"
"51","adacel.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",24.2266236263736,1.286549488,1.19260628,31.1687502224797,"CPI"
"52","adacel.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",22.7940906593407,1.256481647,1.179249503,28.6403565735157,"CPI"
"53","adacel.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",23.0278571428571,1.224263268,1.172604446,28.1921596407514,"CPI"
"54","adacel.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",23.581532967033,1.179598349,1.159171774,27.8167373548012,"CPI"
"55","adacel.adult",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",24.2545631868132,1.150713146,1.142433333,27.9100447095536,"CPI"
"56","adacel.adult",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",24.9065,1.128428703,1.121517041,28.1052094912695,"CPI"
"57","adacel.adult",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",24.4929642857143,1.097384147,1.102064703,26.87819072018,"CPI"
"58","adacel.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",25.293293956044,1.054125819,1.074887409,26.6623142066226,"CPI"
"59","adacel.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",26.3720467032967,1.041270063,1.04458688,27.4604227321807,"CPI"
"60","adacel.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",27.286467032967,1.000724992,1.020084409,27.3062495032742,"CPI"
"61","adacel.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",27.9939368131868,1,1,27.9939368131868,"CPI"
"62","adacel.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43,1.456182396,1.284946781,54.50490708228,"CPI"
"63","adacel.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43,1.40813949,1.253327775,52.7066611107,"CPI"
"64","adacel.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",38.83,1.366560793,1.230831663,53.06355559219,"CPI"
"65","adacel.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",39.3648901098901,1.318204705,1.209116085,51.8909833546651,"CPI"
"66","adacel.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",40.8582142857143,1.286549488,1.19260628,52.56611466988,"CPI"
"67","adacel.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",41.06,1.256481647,1.179249503,51.59113642582,"CPI"
"68","adacel.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",42.2267582417582,1.224263268,1.172604446,51.6966690421009,"CPI"
"69","adacel.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",43.42,1.179598349,1.159171774,51.21816031358,"CPI"
"70","adacel.adult",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",43.42,1.150713146,1.142433333,49.96396479932,"CPI"
"71","adacel.adult",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",44.24,1.128428703,1.121517041,49.92168582072,"CPI"
"72","adacel.adult",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",45.4965384615385,1.097384147,1.102064703,49.9271800510681,"CPI"
"73","adacel.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",46.8,1.054125819,1.074887409,49.3330883292,"CPI"
"74","adacel.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",47.9483791208791,1.041270063,1.04458688,49.9272117479457,"CPI"
"75","adacel.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",49.3159258241758,1.000724992,1.020084409,49.351679475871,"CPI"
"76","adacel.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",52.243717032967,1,1,52.243717032967,"CPI"
"77","adacel.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",30.75,1.692177276,1.448428295,52.034451237,"CPI"
"78","adacel.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",30.75,1.626911236,1.40572577,50.027520507,"CPI"
"79","adacel.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",31.3571428571429,1.557985358,1.355553446,48.8539694401429,"CPI"
"80","adacel.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",31.4807692307692,1.502325779,1.319923438,47.2943711581346,"CPI"
"81","adacel.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.75,1.456182396,1.284946781,44.777608677,"CPI"
"82","adacel.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",28.4045604395604,1.40813949,1.253327775,39.9975832510368,"CPI"
"83","adacel.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",29.3332692307692,1.366560793,1.230831663,40.0856956612825,"CPI"
"84","adacel.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.1847252747253,1.318204705,1.209116085,39.7896468762753,"CPI"
"85","adacel.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.41,1.286549488,1.19260628,39.12396993008,"CPI"
"86","adacel.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.2895604395604,1.256481647,1.179249503,38.0582767880049,"CPI"
"87","adacel.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.0930769230769,1.224263268,1.172604446,38.0661119660215,"CPI"
"88","adacel.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.37,1.179598349,1.159171774,37.00400020813,"CPI"
"89","adacel.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.086043956044,1.150713146,1.142433333,35.7711194373536,"CPI"
"90","adacel.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.9147252747253,1.128428703,1.121517041,34.8850633453596,"CPI"
"91","adacel.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.5373626373626,1.097384147,1.102064703,34.6086017964319,"CPI"
"92","adacel.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",32.413,1.054125819,1.074887409,34.167380171247,"CPI"
"93","adacel.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",33.029945054945,1.041270063,1.04458688,34.3930929682492,"CPI"
"94","adacel.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",34.0903956043956,1.000724992,1.020084409,34.1151108684856,"CPI"
"95","adacel.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",35.364032967033,1,1,35.364032967033,"CPI"
"96","adacel.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",35.75,1.692177276,1.448428295,60.495337617,"CPI"
"97","adacel.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",35.75,1.626911236,1.40572577,58.162076687,"CPI"
"98","adacel.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",36.77,1.557985358,1.355553446,57.28712161366,"CPI"
"99","adacel.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",37.43,1.502325779,1.319923438,56.23205390797,"CPI"
"100","adacel.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43,1.456182396,1.284946781,54.50490708228,"CPI"
"101","adacel.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43,1.40813949,1.253327775,52.7066611107,"CPI"
"102","adacel.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",38.83,1.366560793,1.230831663,53.06355559219,"CPI"
"103","adacel.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",39.9148901098901,1.318204705,1.209116085,52.6159959424151,"CPI"
"104","adacel.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",40.8582142857143,1.286549488,1.19260628,52.56611466988,"CPI"
"105","adacel.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",41.06,1.256481647,1.179249503,51.59113642582,"CPI"
"106","adacel.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",42.2267582417582,1.224263268,1.172604446,51.6966690421009,"CPI"
"107","adacel.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",43.42,1.179598349,1.159171774,51.21816031358,"CPI"
"108","adacel.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",43.42,1.150713146,1.142433333,49.96396479932,"CPI"
"109","adacel.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",44.24,1.128428703,1.121517041,49.92168582072,"CPI"
"110","adacel.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",45.4965384615385,1.097384147,1.102064703,49.9271800510681,"CPI"
"111","adacel.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",46.8,1.054125819,1.074887409,49.3330883292,"CPI"
"112","adacel.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",48.14,1.041270063,1.04458688,50.12674083282,"CPI"
"113","adacel.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",49.9006758241758,1.000724992,1.020084409,49.9368534149429,"CPI"
"114","adacel.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",52.243717032967,1,1,52.243717032967,"CPI"
"115","bexsero.adult",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","cdc",122.35,1.224263268,1.172604446,149.7886108398,"CPI"
"116","bexsero.adult",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",116.53739010989,1.179598349,1.159171774,137.467312970395,"CPI"
"117","bexsero.adult",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",106.133244505495,1.150713146,1.142433333,122.128919680105,"CPI"
"118","bexsero.adult",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",106.11,1.128428703,1.121517041,119.73756967533,"CPI"
"119","bexsero.adult",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",103.933582417582,1.097384147,1.102064703,114.055065685973,"CPI"
"120","bexsero.adult",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",105.413,1.054125819,1.074887409,111.118564958247,"CPI"
"121","bexsero.adult",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",109.15539010989,1.041270063,1.04458688,113.660239936515,"CPI"
"122","bexsero.adult",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",114.901645604396,1.000724992,1.020084409,114.984948378246,"CPI"
"123","bexsero.adult",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",122.739895604396,1,1,122.739895604396,"CPI"
"124","bexsero.adult",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","private",160.75,1.224263268,1.172604446,196.800320331,"CPI"
"125","bexsero.adult",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75,1.179598349,1.159171774,189.62043460175,"CPI"
"126","bexsero.adult",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75,1.150713146,1.142433333,184.9771382195,"CPI"
"127","bexsero.adult",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",164.513736263736,1.128428703,1.121517041,185.642022037772,"CPI"
"128","bexsero.adult",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",169.513736263736,1.097384147,1.102064703,186.021686874563,"CPI"
"129","bexsero.adult",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",174.276098901099,1.054125819,1.074887409,183.708935486246,"CPI"
"130","bexsero.adult",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",190.680865384615,1.041270063,1.04458688,198.550276711933,"CPI"
"131","bexsero.adult",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",196.546236263736,1.000724992,1.020084409,196.688730712658,"CPI"
"132","bexsero.adult",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",210.468052197802,1,1,210.468052197802,"CPI"
"133","bexsero.ped",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","cdc",122.95,1.224263268,1.172604446,150.5231688006,"CPI"
"134","bexsero.ped",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",112.811428571429,1.179598349,1.159171774,133.072174891189,"CPI"
"135","bexsero.ped",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",104.62,1.150713146,1.142433333,120.38760933452,"CPI"
"136","bexsero.ped",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",110.791263736264,1.128428703,1.121517041,125.020042041643,"CPI"
"137","bexsero.ped",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",116.294285714286,1.097384147,1.102064703,127.619505529546,"CPI"
"138","bexsero.ped",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",117.3125,1.054125819,1.074887409,123.662135141437,"CPI"
"139","bexsero.ped",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",126.535978021978,1.041270063,1.04458688,131.758125806712,"CPI"
"140","bexsero.ped",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",133.416313186813,1.000724992,1.020084409,133.513038946543,"CPI"
"141","bexsero.ped",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",140.04943956044,1,1,140.04943956044,"CPI"
"142","bexsero.ped",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","private",160.75,1.224263268,1.172604446,196.800320331,"CPI"
"143","bexsero.ped",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75,1.179598349,1.159171774,189.62043460175,"CPI"
"144","bexsero.ped",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75,1.150713146,1.142433333,184.9771382195,"CPI"
"145","bexsero.ped",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",164.513736263736,1.128428703,1.121517041,185.642022037772,"CPI"
"146","bexsero.ped",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",169.513736263736,1.097384147,1.102064703,186.021686874563,"CPI"
"147","bexsero.ped",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",174.276098901099,1.054125819,1.074887409,183.708935486246,"CPI"
"148","bexsero.ped",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",190.680865384615,1.041270063,1.04458688,198.550276711933,"CPI"
"149","bexsero.ped",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",198.933736263736,1.000724992,1.020084409,199.077961631058,"CPI"
"150","bexsero.ped",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",210.468052197802,1,1,210.468052197802,"CPI"
"151","boostrix.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.48,1.456182396,1.284946781,38.55970984608,"CPI"
"152","boostrix.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.2702197802198,1.40813949,1.253327775,36.9921338835066,"CPI"
"153","boostrix.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.3776923076923,1.366560793,1.230831663,36.04672011751,"CPI"
"154","boostrix.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.8956868131868,1.318204705,1.209116085,34.1358161963493,"CPI"
"155","boostrix.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.3018681318681,1.286549488,1.19260628,32.5521054904985,"CPI"
"156","boostrix.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.5747747252747,1.256481647,1.179249503,32.1342350684672,"CPI"
"157","boostrix.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.0026098901099,1.224263268,1.172604446,29.3855136245951,"CPI"
"158","boostrix.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",23.9182967032967,1.179598349,1.159171774,28.2139833021009,"CPI"
