"","name.age","year","vaccine","manufacturer","brandname_tradename","cost_type","ave_annual_cost_per_dose"
"58","adacel.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",25.293293956044
"59","adacel.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",26.3720467032967
"60","adacel.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",27.286467032967
"61","adacel.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","cdc",27.9939368131868
"62","adacel.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43
"63","adacel.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43
"64","adacel.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",38.83
"65","adacel.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",39.3648901098901
"66","adacel.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",40.8582142857143
"67","adacel.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",41.06
"68","adacel.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",42.2267582417582
"69","adacel.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",43.42
"70","adacel.adult",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",43.42
"71","adacel.adult",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",44.24
"72","adacel.adult",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",45.4965384615385
"73","adacel.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",46.8
"74","adacel.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",47.9483791208791
"75","adacel.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",49.3159258241758
"76","adacel.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel","private",52.243717032967
"77","adacel.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",30.75
"78","adacel.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",30.75
"79","adacel.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",31.3571428571429
"80","adacel.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","cdc",31.4807692307692
"81","adacel.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.75
"82","adacel.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",28.4045604395604
"83","adacel.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",29.3332692307692
"84","adacel.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.1847252747253
"85","adacel.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.41
"86","adacel.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.2895604395604
"87","adacel.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.0930769230769
"88","adacel.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.37
"89","adacel.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.086043956044
"90","adacel.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",30.9147252747253
"91","adacel.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",31.5373626373626
"92","adacel.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",32.413
"93","adacel.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",33.029945054945
"94","adacel.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",34.0903956043956
"95","adacel.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","cdc",35.364032967033
"96","adacel.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",35.75
"97","adacel.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",35.75
"98","adacel.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",36.77
"99","adacel.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","sanofi pasteur","adacel","private",37.43
"100","adacel.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43
"101","adacel.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",37.43
"102","adacel.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",38.83
"103","adacel.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",39.9148901098901
"104","adacel.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",40.8582142857143
"105","adacel.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",41.06
"106","adacel.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",42.2267582417582
"107","adacel.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",43.42
"108","adacel.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",43.42
"109","adacel.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",44.24
"110","adacel.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",45.4965384615385
"111","adacel.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",46.8
"112","adacel.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",48.14
"113","adacel.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",49.9006758241758
"114","adacel.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel","private",52.243717032967
"115","bexsero.adult",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","cdc",122.35
"116","bexsero.adult",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",116.53739010989
"117","bexsero.adult",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",106.133244505495
"118","bexsero.adult",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",106.11
"119","bexsero.adult",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",103.933582417582
"120","bexsero.adult",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",105.413
"121","bexsero.adult",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",109.15539010989
"122","bexsero.adult",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",114.901645604396
"123","bexsero.adult",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",122.739895604396
"124","bexsero.adult",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","private",160.75
"125","bexsero.adult",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75
"126","bexsero.adult",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75
"127","bexsero.adult",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",164.513736263736
"128","bexsero.adult",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",169.513736263736
"129","bexsero.adult",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",174.276098901099
"130","bexsero.adult",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",190.680865384615
"131","bexsero.adult",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",196.546236263736
"132","bexsero.adult",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",210.468052197802
"133","bexsero.ped",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","cdc",122.95
"134","bexsero.ped",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",112.811428571429
"135","bexsero.ped",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",104.62
"136","bexsero.ped",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",110.791263736264
"137","bexsero.ped",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",116.294285714286
"138","bexsero.ped",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",117.3125
"139","bexsero.ped",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",126.535978021978
"140","bexsero.ped",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",133.416313186813
"141","bexsero.ped",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","cdc",140.04943956044
"142","bexsero.ped",2015,"MENB – Meningococcal Group B [5]","Novartis","bexsero","private",160.75
"143","bexsero.ped",2016,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75
"144","bexsero.ped",2017,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",160.75
"145","bexsero.ped",2018,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",164.513736263736
"146","bexsero.ped",2019,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",169.513736263736
"147","bexsero.ped",2020,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",174.276098901099
"148","bexsero.ped",2021,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",190.680865384615
"149","bexsero.ped",2022,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",198.933736263736
"150","bexsero.ped",2023,"MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero","private",210.468052197802
"151","boostrix.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.48
"152","boostrix.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.2702197802198
"153","boostrix.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.3776923076923
"154","boostrix.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.8956868131868
"155","boostrix.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.3018681318681
"156","boostrix.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.5747747252747
"157","boostrix.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.0026098901099
"158","boostrix.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",23.9182967032967
"159","boostrix.adult",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.3625769230769
"160","boostrix.adult",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.504
"161","boostrix.adult",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.568956043956
"162","boostrix.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",24.9596868131868
"163","boostrix.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",25.4405686813187
"164","boostrix.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",26.3383379120879
"165","boostrix.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",27.6579258241758
"166","boostrix.adult",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"167","boostrix.adult",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"168","boostrix.adult",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"169","boostrix.adult",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"170","boostrix.adult",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"171","boostrix.adult",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"172","boostrix.adult",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"173","boostrix.adult",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"174","boostrix.adult",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",38.4450549450549
"175","boostrix.adult",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",39.8769230769231
"176","boostrix.adult",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",40.9081318681319
"177","boostrix.adult",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",41.6745274725275
"178","boostrix.adult",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",43.4585467032967
"179","boostrix.adult",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",44.1839038461538
"180","boostrix.adult",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",45.9682445054945
"181","boostrix.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","cdc",28.75
"182","boostrix.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","cdc",30.1840659340659
"183","boostrix.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","cdc",30.75
"184","boostrix.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","cdc",30.75
"185","boostrix.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",29.4544505494505
"186","boostrix.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",28.5091758241758
"187","boostrix.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",29.3477747252747
"188","boostrix.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",30.1847252747253
"189","boostrix.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",30.4746153846154
"190","boostrix.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",30.6334065934066
"191","boostrix.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",31.0991758241758
"192","boostrix.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",31.3919505494505
"193","boostrix.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",31.4146153846154
"194","boostrix.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",31.4178021978022
"195","boostrix.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",32.0248901098901
"196","boostrix.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",32.915
"197","boostrix.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",33.8377967032967
"198","boostrix.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",34.7858736263736
"199","boostrix.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","cdc",35.7619505494505
"200","boostrix.ped",2005,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","private",35.25
"201","boostrix.ped",2006,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","private",35.967032967033
"202","boostrix.ped",2007,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","private",36.25
"203","boostrix.ped",2008,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","GlaxoSmithKline","boostrix","private",36.375
"204","boostrix.ped",2009,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"205","boostrix.ped",2010,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"206","boostrix.ped",2011,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"207","boostrix.ped",2012,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
