"","manufacturer","vaccine_group","vaccine","name.age","brandname_tradename","age","cost_type","year_intro","price_intro","price.2023_intro","year_recent","price_recent","price.2023_recent","price_change","market_years","average_annual_change","annual_pct_change"
"62","wyeth","Pneumococcal","Pneumococcal
13-valent [5] (Pediatric)","prevnar13.ped","prevnar13","ped","private",2010,108.75,153.1351695375,2023,226.43,226.43,73.2948304625,13,5.63806388173077,0.0305429074615309
"63","novartis","Meningococcal","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","menveo.ped","menveo","ped","cdc",2010,79.75,112.2991243275,2023,104.84489010989,104.84489010989,-7.45423421760999,13,-0.573402632123846,-0.0052694553905045
"64","wyeth","Pneumococcal","Pneumococcal
13-valent [5] (Pediatric)","prevnar13.ped","prevnar13","ped","cdc",2010,91.75,129.1967982075,2023,158.18,158.18,28.9832017925,13,2.22947706096154,0.0156908139102923
"65","novartis","Meningococcal","Meningococcal Conjugate [5]","menveo.adult","menveo","adult","private",2011,106.49,145.52505884657,2023,148.121450549451,148.121450549451,2.59639170288099,12,0.216365975240083,0.00147477403913365
"66","novartis","Meningococcal","Meningococcal Conjugate [5]","menveo.adult","menveo","adult","cdc",2011,65.52,89.53706315736,2023,77.5395384615385,77.5395384615385,-11.9975246958215,12,-0.999793724651791,-0.0119171443507058
"67","merck","Pneumococcal","Pneumococcal Polysaccharide (23 Valent)","pneumovax23.adult","pneumovax23","adult","private",2012,57.624,75.96022792092,2023,117.080752747253,117.080752747253,41.120524826333,11,3.73822952966664,0.0401159343140531
"68","merck","Pneumococcal","Pneumococcal Polysaccharide (23 Valent)","pneumovax23.ped","pneumovax23","ped","private",2012,61.944,81.65487224652,2023,117.080752747253,117.080752747253,35.425880500733,11,3.22053459097573,0.0333027424333678
"69","sanofi","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids","tenivac.adult","tenivac","adult","private",2012,21.15,27.88002951075,2023,39.5829148351648,39.5829148351648,11.7028853244148,11,1.06389866585589,0.032375491090181
"70","sanofi","DTaP/Tdap/Td","Tetanus & Diphtheria Toxoids [3]","tenivac.ped","tenivac","ped","private",2012,21.15,27.88002951075,2023,39.5829148351648,39.5829148351648,11.7028853244148,11,1.06389866585589,0.032375491090181
"71","merck","Pneumococcal","Pneumococcal Polysaccharide (23 Valent)","pneumovax23.adult","pneumovax23","adult","cdc",2012,22.8086610169492,30.0664842672925,2023,78.8164120879121,78.8164120879121,48.7499278206196,11,4.43181162005633,0.0915623474106555
"72","merck","Pneumococcal","Pneumococcal Polysaccharide (23 Valent)","pneumovax23.ped","pneumovax23","ped","cdc",2012,37.99,50.07859674295,2023,65.8,65.8,15.72140325705,11,1.42921847791364,0.0251311518981179
"73","sanofi","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids","tenivac.adult","tenivac","adult","cdc",2012,13.3863898305085,17.6460020575404,2023,21.7481043956044,21.7481043956044,4.102102338064,11,0.372918394369455,0.0191832565269539
"74","sanofi","DTaP/Tdap/Td","Tetanus & Diphtheria Toxoids [3]","tenivac.ped","tenivac","ped","cdc",2012,16.9756756756757,22.3774155462297,2023,23.2155659340659,23.2155659340659,0.838150387836201,11,0.076195489803291,0.00334839187398184
"75","novartis","Meningococcal","MENB – Meningococcal Group B [5]","bexsero.adult","bexsero","adult","private",2015,160.75,196.800320331,2023,210.468052197802,210.468052197802,13.667731866802,8,1.70846648335025,0.00842835252308749
"76","novartis","Meningococcal","MENB – Meningococcal Group B [5]","bexsero.ped","bexsero","ped","private",2015,160.75,196.800320331,2023,210.468052197802,210.468052197802,13.667731866802,8,1.70846648335025,0.00842835252308749
"77","merck","HPV","HPV-Human Papillomavirus 9 Valent","gardasil9.adult","gardasil9","adult","private",2015,167.560819672131,205.138556680562,2023,268.709126373626,268.709126373626,63.570569693064,8,7.946321211633,0.0343187323347129
"78","merck","HPV","HPV – Human Papillomavirus 9-valent [5]","gardasil9.ped","gardasil9","ped","private",2015,166.07598540146,203.320728623912,2023,268.709126373626,268.709126373626,65.388397749714,8,8.17354971871425,0.0354701765968226
"79","pfizer","Meningococcal","MENB – Meningococcal Group B [5]","trumenba.adult","trumenba","adult","private",2015,115.5625,141.47892390825,2023,178.339285714286,178.339285714286,36.860361806036,8,4.6075452257545,0.0293650281793889
"80","pfizer","Meningococcal","MENB – Meningococcal Group B [5]","trumenba.ped","trumenba","ped","private",2015,115.75,141.708473271,2023,178.339285714286,178.339285714286,36.630812443286,8,4.57885155541075,0.0291564505730766
"81","novartis","Meningococcal","MENB – Meningococcal Group B [5]","bexsero.adult","bexsero","adult","cdc",2015,122.35,149.7886108398,2023,122.739895604396,122.739895604396,-27.048715235404,8,-3.3810894044255,-0.0245873815366138
"82","novartis","Meningococcal","MENB – Meningococcal Group B [5]","bexsero.ped","bexsero","ped","cdc",2015,122.95,150.5231688006,2023,140.04943956044,140.04943956044,-10.47372924016,8,-1.30921615502,-0.00897467475251013
"83","merck","HPV","HPV-Human Papillomavirus 9 Valent","gardasil9.adult","gardasil9","adult","cdc",2015,121.64,148.91938391952,2023,171.482326923077,171.482326923077,22.562943003557,8,2.82036787544463,0.0177907912286777
"84","merck","HPV","HPV – Human Papillomavirus 9-valent [5]","gardasil9.ped","gardasil9","ped","cdc",2015,134.26,164.36958636168,2023,220.530549450549,220.530549450549,56.160963088869,8,7.02012038610862,0.0374230954215318
"85","pfizer","Meningococcal","MENB – Meningococcal Group B [5]","trumenba.adult","trumenba","adult","cdc",2015,85.235,104.35007964798,2023,105.529642857143,105.529642857143,1.17956320916301,8,0.147445401145376,0.00140604901120245
"86","pfizer","Meningococcal","MENB – Meningococcal Group B [5]","trumenba.ped","trumenba","ped","cdc",2015,95.75,117.223207911,2023,129.533736263736,129.533736263736,12.310528352736,8,1.538816044092,0.0125609191045368
"87","sanofi","DTaP-IPV","DTaP-IPV [2]","quadracel.ped","quadracel","ped","private",2017,51.67,59.45734825382,2023,60.8902637362637,60.8902637362637,1.4329154824437,6,0.238819247073949,0.0039768985467783
"88","sanofi","DTaP-IPV","DTaP-IPV [2]","quadracel.ped","quadracel","ped","cdc",2017,39.57,45.53371918722,2023,45.7193571428571,45.7193571428571,0.185637955637098,6,0.0309396592728497,0.000678337559531617
"89","dynavax","Hep B","Hepatitis B Adult [5]","heplisavb.adult","heplisavb","adult","private",2018,115.75,130.61562237225,2023,137.39271978022,137.39271978022,6.77709740797002,5,1.355419481594,0.0101682616000214
"90","glaxosmithkline","Zoster (Shingles)","Zoster Vaccine Recombinant, Adjuvanted","shingrix.adult","shingrix","adult","private",2018,140,157.98001842,2023,182.399467032967,182.399467032967,24.419448612967,5,4.8838897225934,0.0291632765775613
"91","dynavax","Hep B","Hepatitis B Adult [5]","heplisavb.adult","heplisavb","adult","cdc",2018,69.75,78.70790203425,2023,74.94,74.94,-3.76790203425,5,-0.75358040685,-0.0097631804684214
"92","glaxosmithkline","Zoster (Shingles)","Zoster Vaccine Recombinant, Adjuvanted","shingrix.adult","shingrix","adult","cdc",2018,102.19,115.31412915957,2023,112.772541208791,112.772541208791,-2.541587950779,5,-0.508317590155801,-0.00444749684714352
"93","grifols","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids [3]","tdvax.adult","tdvax","adult","private",2019,25.122,27.568484540934,2023,27.783489010989,27.783489010989,0.215004470055,4,0.0537511175137499,0.00194405421479393
"94","grifols","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids [3]","tdvax.ped","tdvax","ped","private",2019,25.122,27.568484540934,2023,27.783489010989,27.783489010989,0.215004470055,4,0.0537511175137499,0.00194405421479393
"95","grifols","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids [3]","tdvax.adult","tdvax","adult","cdc",2019,15.3418430656934,16.8358953660539,2023,17.8541483516484,17.8541483516484,1.0182529855945,4,0.254563246398625,0.014788951655972
"96","grifols","DTaP/Tdap/Td","Tetanus and Diphtheria Toxoids [3]","tdvax.ped","tdvax","ped","cdc",2019,16.027,17.587775723969,2023,18.2241648351648,18.2241648351648,0.6363891111958,4,0.15909727779895,0.00892568649176306
"97","sanofi","Meningococcal","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","menquadfi.ped","menquadfi","ped","private",2021,141.43,147.26682501009,2023,155.477950549451,155.477950549451,8.21112553936101,2,4.1055627696805,0.0275002631150481
"98","merck","DTaP-IPV-HIB-HEPB","DTaP-IPV-HIB-HEPB [6]","vaxelis.ped","vaxelis","ped","private",2021,132.767,138.246302454321,2023,146.011604395604,146.011604395604,7.76530194128298,2,3.88265097064149,0.0277013435780595
"99","sanofi","Meningococcal","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","menquadfi.ped","menquadfi","ped","cdc",2021,100.05,104.17906980315,2023,107.066571428571,107.066571428571,2.887501625421,2,1.4437508127105,0.0137636388092082
"100","merck","DTaP-IPV-HIB-HEPB","DTaP-IPV-HIB-HEPB [6]","vaxelis.ped","vaxelis","ped","cdc",2021,91.59,95.36992507017,2023,97.1174725274725,97.1174725274725,1.7475474573025,2,0.873773728651251,0.00912035166213054
